排名,名称,年份,发行商,北美销量(百万),欧洲销量(百万),日本销量(百万),其他地区销量(百万),全球销量(百万),类型,平台
1519,Saints Row IV,2013,Deep Silver,0.56,0.44,0.09,0.21,1.3,动作,PlayStation 3
1520,SingStar '80s,2005,Sony Computer Entertainment,0.27,0.02,0,1.02,1.3,杂项,PlayStation 2
1521,EA Playground,2007,Electronic Arts,0.69,0.48,0,0.13,1.3,体育,任天堂Wii
1522,Test Drive 5,1997,Accolade,1.05,0.2,0,0.05,1.3,竞速,PlayStation
1523,Romancing SaGa 3,1995,SquareSoft,0,0,1.29,0.01,1.3,角色扮演,超级任天堂
1524,EA Sports Active 2,2010,Electronic Arts,0.78,0.4,0,0.11,1.3,体育,任天堂Wii
1525,Digimon World,1999,Namco Bandai Games,0.56,0.38,0.28,0.08,1.3,角色扮演,PlayStation
1526,Rise of the Tomb Raider,2015,Square Enix,0.53,0.64,0.02,0.1,1.3,冒险,Xbox One
1527,Need for Speed Carbon,2006,Electronic Arts,0.46,0.66,0.02,0.15,1.29,竞速,任天堂Wii
1528,Yoshi's Woolly World,2015,Nintendo,0.61,0.47,0.11,0.1,1.29,平台跳跃,任天堂Wii U
1529,Mega Man Battle Network 3 Blue / White Version,2002,Capcom,0.39,0.02,0.85,0.03,1.29,角色扮演,任天堂Game Boy Advance
1530,FIFA Street,2012,Electronic Arts,0.11,0.92,0,0.25,1.29,体育,PlayStation 3
1531,Resident Evil Zero,2002,Capcom,0.54,0.27,0.45,0.04,1.29,动作,任天堂GameCube
1532,Need for Speed: Most Wanted,2005,Electronic Arts,1,0.17,0.02,0.1,1.29,竞速,Xbox 360
1533,Tom Clancy's Rainbow Six: Siege,2015,Ubisoft,0.73,0.44,0,0.12,1.29,射击,Xbox One
1534,Pirates of the Caribbean: The Curse of the Black Pearl,2003,TDK Mediactive,0.93,0.34,0,0.02,1.29,平台跳跃,任天堂Game Boy Advance
1535,Transformers,2004,Atari,0.63,0.49,0,0.16,1.29,射击,PlayStation 2
1536,Guitar Hero: Aerosmith,2008,Activision,1.04,0.14,0,0.1,1.29,杂项,任天堂Wii
1537,Mystery Case Files: MillionHeir,2008,Nintendo,0.76,0.4,0,0.12,1.29,冒险,任天堂DS
1538,Valkyria Chronicles,2008,Sega,0.71,0.2,0.24,0.13,1.29,角色扮演,PlayStation 3
1539,Midnight Club 3: DUB Edition (America weekly sales),2005,Take-Two Interactive,1.22,0.05,0,0.01,1.29,竞速,PlayStation 2
1540,Champions of Norrath,2004,Sony Online Entertainment,0.63,0.49,0,0.16,1.28,角色扮演,PlayStation 2
1541,Watch Dogs,2014,Ubisoft,0.72,0.45,0.01,0.11,1.28,动作,Xbox 360
1542,Imagine: Wedding Designer,2008,Ubisoft,0.55,0.59,0,0.14,1.28,模拟,任天堂DS
1543,Metal Gear Solid V: Ground Zeroes,2014,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28,动作,PlayStation 4
1544,Yakuman,1989,Nintendo,0,0,1.28,0,1.28,杂项,任天堂Game Boy
1545,Assassin's Creed Syndicate,2015,Ubisoft,0.61,0.56,0,0.11,1.28,动作,Xbox One
1546,Army Men 3D,1999,3DO,1.1,0.14,0,0.04,1.28,动作,PlayStation
1547,WWE '13,2012,THQ,0.72,0.45,0,0.11,1.28,动作,Xbox 360
1548,Twisted Metal 4,1999,989 Studios,1.07,0.16,0,0.04,1.28,竞速,PlayStation
1549,Manhunt,2003,Take-Two Interactive,0.63,0.49,0,0.16,1.28,动作,PlayStation 2
1550,Kid Icarus: Uprising,2012,Nintendo,0.48,0.35,0.36,0.07,1.28,动作,任天堂3DS
1551,Silent Hill 2,2001,Konami Digital Entertainment,0.62,0.49,0,0.16,1.28,动作,PlayStation 2
1552,Tomb Raider: Underworld,2008,Eidos Interactive,0.45,0.56,0.05,0.22,1.27,动作,PlayStation 3
1553,Castlevania: Symphony of the Night,1997,Konami Digital Entertainment,0.58,0.4,0.21,0.08,1.27,平台跳跃,PlayStation
1554,The Sims 2: Nightlife,2005,Electronic Arts,1.22,0.05,0,0,1.27,模拟,个人电脑
1555,LEGO Batman: The Videogame,2008,Warner Bros. Interactive Entertainment,0.72,0.03,0,0.52,1.27,动作,PlayStation 2
1556,Road Rash,1995,Electronic Arts,0.71,0.48,0,0.08,1.27,竞速,PlayStation
1557,Pokemon Mystery Dungeon: Gates to Infinity,2012,Nintendo,0.44,0.3,0.47,0.06,1.27,角色扮演,任天堂3DS
1558,Atlantis,1981,Imagic,1.18,0.08,0,0.01,1.27,射击,Atari 2600
1559,NBA 2K9,2008,Take-Two Interactive,1,0.16,0,0.11,1.27,体育,Xbox 360
1560,WWE '12,2011,THQ,0.74,0.4,0,0.12,1.27,格斗,Xbox 360
1561,Tony Hawk's Underground,2003,Activision,0.85,0.37,0,0.05,1.27,体育,Xbox
1562,Hogan's Alley,1984,Nintendo,0.68,0.16,0.41,0.02,1.27,射击,任天堂红白机
1563,The Elder Scrolls Online,2015,Bethesda Softworks,0.77,0.38,0,0.12,1.27,角色扮演,Xbox One
1564,Jillian Michaels' Fitness Ultimatum 2009,2008,Deep Silver,0.96,0.2,0,0.11,1.27,体育,任天堂Wii
1565,.hack//Infection Part 1,2002,Atari,0.49,0.38,0.26,0.13,1.27,角色扮演,PlayStation 2
1566,Rockstar Games presents Table Tennis,2007,Take-Two Interactive,0.39,0.73,0,0.15,1.27,体育,任天堂Wii
1567,Sonic Adventure DX: Director's Cut,2003,Sega,0.87,0.3,0.06,0.03,1.27,平台跳跃,任天堂GameCube
1568,Jet Li: Rise to Honor,2004,Sony Computer Entertainment,0.62,0.48,0,0.16,1.27,动作,PlayStation 2
1569,Battle Arena Toshinden,1994,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27,格斗,PlayStation
1570,Yokai Watch 3,2016,Level 5,0,0,1.27,0,1.27,动作,任天堂3DS
1571,Kung Fu Panda,2008,Activision,0.56,0.57,0,0.14,1.26,动作,任天堂DS
1572,Tamagotchi Connection: Corner Shop,2005,Atari,0.1,0.02,1.12,0.01,1.26,模拟,任天堂DS
1573,Football Manager 2011,2010,Sega,0,1.01,0,0.25,1.26,体育,个人电脑
1574,Devil Dice,1998,THQ,0.05,0.03,1.1,0.08,1.26,益智,PlayStation
1575,Final Fantasy IV,2007,Square Enix,0.54,0.05,0.62,0.05,1.26,模拟,任天堂DS
1576,Hyrule Warriors,2014,Nintendo,0.61,0.42,0.13,0.1,1.26,动作,任天堂Wii U
1577,Need for Speed Carbon,2006,Electronic Arts,0.49,0.52,0.03,0.21,1.26,竞速,PlayStation 3
1578,Championship Manager 03/04,2003,Eidos Interactive,0,1.15,0,0.11,1.26,体育,个人电脑
1579,Brian Lara Cricket,1998,Codemasters,0.02,1.13,0.01,0.1,1.26,体育,PlayStation
1580,Ratatouille,2007,THQ,0.5,0.62,0,0.14,1.26,动作,任天堂DS
1581,Wheel of Fortune,1998,Hasbro Interactive,0.99,0.22,0,0.04,1.26,杂项,PlayStation
1582,LEGO The Lord of the Rings,2012,Warner Bros. Interactive Entertainment,0.63,0.51,0,0.11,1.26,动作,Xbox 360
1583,Winter Sports: The Ultimate Challenge,2007,RTL,0.45,0.68,0,0.12,1.26,体育,任天堂Wii
1584,SOCOM: U.S. Navy SEALs Confrontation,2008,Sony Computer Entertainment,0.94,0.17,0.02,0.13,1.25,射击,PlayStation 3
1585,NBA Live 2001,2000,Electronic Arts,0.7,0.47,0,0.08,1.25,体育,PlayStation
1586,Star Wars: The Force Unleashed,2008,LucasArts,0.49,0,0.01,0.75,1.25,动作,PlayStation 2
1587,Combat,,Atari,1.17,0.07,0,0.01,1.25,动作,Atari 2600
1588,Tom Clancy's Rainbow Six: Vegas,2007,Ubisoft,0.47,0.53,0.03,0.22,1.25,射击,PlayStation 3
1589,Dragon Ball: Daimaou Fukkatsu,1988,Namco Bandai Games,0,0,1.25,0,1.25,角色扮演,任天堂红白机
1590,Gegege no Kitarou 2: Youkai Gundan no Chousen,1987,Namco Bandai Games,0,0,1.25,0,1.25,角色扮演,任天堂红白机
1591,Reel Fishing,1996,Natsume,0.99,0.13,0.1,0.04,1.25,体育,PlayStation
1592,Injustice: Gods Among Us,2013,Warner Bros. Interactive Entertainment,0.48,0.53,0.01,0.23,1.25,格斗,PlayStation 3
1593,Pokemon XD: Gale of Darkness,2005,Nintendo,0.71,0.19,0.31,0.03,1.25,角色扮演,任天堂GameCube
1594,Black,2006,Electronic Arts,1.01,0.04,0.03,0.16,1.25,射击,PlayStation 2
1595,RollerCoaster Tycoon 2,2002,Atari,1.19,0.05,0,0,1.25,策略,个人电脑
1596,Lara Croft Tomb Raider: The Angel of Darkness,2003,Eidos Interactive,0.61,0.48,0,0.16,1.25,动作,PlayStation 2
1597,Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,Ubisoft,0.52,0.56,0,0.17,1.25,动作,PlayStation 2
1598,Road Rash 3D,1998,Electronic Arts,1.05,0.16,0,0.04,1.25,竞速,PlayStation
1599,Ratchet: Deadlocked,2005,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24,射击,PlayStation 2
1600,Baldur's Gate: Dark Alliance,2001,Virgin Interactive,0.61,0.48,0,0.16,1.24,角色扮演,PlayStation 2
1601,Transformers: Autobots / Decepticons,2007,Activision,1.12,0.03,0,0.09,1.24,动作,任天堂DS
1602,Tales of Xillia,2011,Namco Bandai Games,0.29,0.19,0.67,0.09,1.24,角色扮演,PlayStation 3
1603,Diddy Kong Racing DS,2007,Nintendo,1.1,0.04,0,0.1,1.24,竞速,任天堂DS
1604,[Prototype],2009,Activision,0.65,0.41,0,0.19,1.24,动作,PlayStation 3
1605,Assassin's Creed: Bloodlines,2009,Ubisoft,0.43,0.48,0.05,0.28,1.24,动作,PlayStation Portable
1606,Oddworld: Abe's Oddysee,1997,GT Interactive,0.75,0.44,0,0.06,1.24,平台跳跃,PlayStation
1607,The Witcher 3: Wild Hunt,2015,Namco Bandai Games,0.66,0.47,0,0.11,1.24,角色扮演,Xbox One
1608,Ridge Racer V,2000,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24,动作,PlayStation 2
1609,WWE SmackDown vs. Raw 2009,2008,THQ,0.69,0,0,0.55,1.24,格斗,PlayStation 2
1610,Tetris 2 (All region sales),1992,Nintendo,0.56,0.22,0.43,0.03,1.24,益智,任天堂Game Boy
1611,Star Wars Episode III: Revenge of the Sith,2005,Activision,0.82,0.38,0,0.04,1.24,动作,Xbox
1612,Ben 10: Protector of Earth,2007,D3Publisher,0.55,0.55,0,0.13,1.23,动作,任天堂Wii
1613,Frogger: The Great Quest,2001,Konami Digital Entertainment,0.6,0.47,0,0.16,1.23,平台跳跃,PlayStation 2
1614,2010 FIFA World Cup South Africa,2010,Electronic Arts,0.3,0.64,0.07,0.22,1.23,体育,PlayStation 3
1615,Ninja Gaiden,2004,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,动作,Xbox
1616,Crash Bandicoot: The Wrath of Cortex,2002,Universal Interactive,0.59,0.57,0,0.07,1.23,平台跳跃,Xbox
1617,Driv3r,2004,Atari,0.6,0.47,0,0.16,1.23,竞速,PlayStation 2
1618,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,2003,Sony Computer Entertainment,0.69,0.47,0,0.08,1.23,杂项,PlayStation
1619,Farming Simulator 2015,2014,Focus Home Interactive,0.08,1.02,0,0.13,1.23,模拟,个人电脑
1620,Guitar Hero: Aerosmith,2008,Activision,1,0.14,0,0.1,1.23,杂项,Xbox 360
1621,Medal of Honor: Airborne,2007,Electronic Arts,0.25,0.7,0.03,0.25,1.23,射击,PlayStation 3
1622,Kirby Tilt 'n' Tumble,2000,Nintendo,0.29,0.17,0.75,0.02,1.23,益智,任天堂Game Boy
1623,SpongeBob SquarePants: Battle for Bikini Bottom,2003,THQ,0.88,0.33,0,0.02,1.23,平台跳跃,任天堂Game Boy Advance
1624,Vigilante 8,1998,Activision,0.68,0.47,0,0.08,1.23,竞速,PlayStation
1625,Castlevania,1986,Konami Digital Entertainment,0.54,0.06,0.62,0.01,1.23,平台跳跃,任天堂红白机
1626,Donkey Kong Country 2,2004,Nintendo,0.79,0.27,0.12,0.04,1.23,平台跳跃,任天堂Game Boy Advance
1627,Bayonetta,2009,Sega,0.44,0.41,0.21,0.17,1.23,动作,PlayStation 3
1628,"WarioWare, Inc.: Mega MicroGame$",2003,Nintendo,0.4,0.11,0.7,0.02,1.23,益智,任天堂Game Boy Advance
1629,Star Wars: Battlefront II,2005,LucasArts,1.05,0.06,0.01,0.11,1.23,射击,PlayStation Portable
1630,Madden NFL 17,2016,Electronic Arts,0.92,0.08,0,0.23,1.23,体育,PlayStation 4
1631,Boom Blox,2008,Electronic Arts,0.72,0.38,0,0.12,1.23,益智,任天堂Wii
1632,Fallout 4,2015,Bethesda Softworks,0.5,0.63,0,0.1,1.23,角色扮演,个人电脑
1633,The Sims 2: Castaway,2007,Electronic Arts,0.45,0.64,0,0.14,1.23,模拟,任天堂Wii
1634,LEGO Batman 2: DC Super Heroes,2012,Warner Bros. Interactive Entertainment,0.5,0.53,0,0.2,1.22,动作,PlayStation 3
1635,Naruto Shippuden: Ultimate Ninja Storm 2,2010,Namco Bandai Games,0.42,0.47,0.15,0.18,1.22,格斗,PlayStation 3
1636,Mario Power Tennis,2004,Nintendo,0.58,0.16,0.46,0.03,1.22,体育,任天堂GameCube
1637,Intelligent Qube,1997,Sony Computer Entertainment,0.13,0.07,1,0.02,1.22,益智,PlayStation
1638,Game & Watch Gallery 2,1997,Nintendo,0.76,0.3,0.12,0.04,1.22,杂项,任天堂Game Boy
1639,Game & Watch Gallery 3,1999,Nintendo,0.79,0.31,0.08,0.04,1.22,杂项,任天堂Game Boy
1640,Pac-Man,1984,Namco Bandai Games,0.27,0.08,0.85,0.02,1.22,益智,任天堂红白机
1641,Parfait: Chocolat Second Style,2006,Alchemist,0.59,0.46,0.01,0.15,1.22,冒险,PlayStation 2
1642,F1 2011,2011,Codemasters,0.12,0.75,0.11,0.25,1.22,竞速,PlayStation 3
1643,Cars,2006,THQ,0.72,0.29,0,0.21,1.22,竞速,PlayStation Portable
1644,NBA Live 99,1997,Electronic Arts,1.13,0.05,0,0.03,1.22,体育,PlayStation
1645,Chocobo no Fushigi Dungeon,1997,SquareSoft,0,0,1.14,0.08,1.22,角色扮演,PlayStation
1646,Golden Sun: The Lost Age,2002,Nintendo,0.61,0.27,0.27,0.07,1.22,角色扮演,任天堂Game Boy Advance
1647,SimCity 2000,1996,Maxis,0.68,0.46,0,0.08,1.22,模拟,PlayStation
1648,Max Payne,2001,Take-Two Interactive,0.98,0.19,0,0.05,1.22,射击,Xbox
1649,WCW Mayhem,1998,Electronic Arts,0.68,0.46,0,0.08,1.22,格斗,PlayStation
1650,NBA 2K2,2002,Sega,0.59,0.46,0.01,0.15,1.22,体育,PlayStation 2
1651,NASCAR Thunder 2003,,Unknown,0.6,0.46,0,0.16,1.22,竞速,PlayStation 2
1652,Super Street Fighter IV: 3D Edition,2011,Capcom,0.55,0.44,0.14,0.09,1.22,格斗,任天堂3DS
1653,Cars,2006,THQ,1.01,0.04,0,0.16,1.21,竞速,PlayStation 2
1654,Fuzion Frenzy,2001,Microsoft Game Studios,0.93,0.24,0,0.04,1.21,杂项,Xbox
1655,Call of Duty: Finest Hour,2004,Activision,0.78,0.4,0,0.04,1.21,射击,Xbox
1656,FIFA Soccer 11,2010,Electronic Arts,0.13,0.7,0.01,0.37,1.21,体育,PlayStation Portable
1657,Sly Cooper and the Thievius Raccoonus,2002,Sony Computer Entertainment,1.03,0.14,0,0.04,1.21,平台跳跃,PlayStation 2
1658,LEGO Indiana Jones 2: The Adventure Continues,2009,Activision,0.66,0.43,0,0.12,1.21,动作,任天堂DS
1659,The Magical Quest starring Mickey Mouse,1992,Capcom,0.66,0.17,0.35,0.03,1.21,平台跳跃,超级任天堂
1660,Dragon Quest IV: Michibikareshi Monotachi,2001,Enix Corporation,0,0,1.2,0.01,1.21,角色扮演,PlayStation
1661,Star Wars Episode 1: Jedi Power Battles,1999,LucasArts,0.66,0.48,0.01,0.06,1.21,动作,PlayStation
1662,Dino Crisis 2,2000,Virgin Interactive,0.34,0.49,0.28,0.1,1.21,动作,PlayStation
1663,Need for Speed Underground,2003,Electronic Arts,0.69,0.48,0.01,0.03,1.21,竞速,任天堂GameCube
1664,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,2007,,0.87,0.32,0,0.02,1.21,杂项,任天堂Game Boy Advance
1665,Test Drive 4,1997,Electronic Arts,0.67,0.46,0,0.08,1.21,竞速,PlayStation
1666,FIFA Soccer 07,2006,Electronic Arts,0.24,0.65,0,0.32,1.21,体育,PlayStation Portable
1667,World Soccer Winning Eleven 9 (JP & Others sales),2005,Konami Digital Entertainment,0.01,0.88,0.31,0,1.2,体育,PlayStation Portable
1668,The Lord of the Rings: The Fellowship of the Ring,2002,Black Label Games,0.59,0.46,0,0.15,1.2,动作,PlayStation 2
1669,LEGO Star Wars III: The Clone Wars,2011,LucasArts,0.52,0.49,0,0.2,1.2,动作,PlayStation 3
1670,ATV Offroad Fury 3,2004,SouthPeak Games,1,0.04,0,0.16,1.2,竞速,PlayStation 2
1671,Pikmin 2,2004,Nintendo,0.48,0.13,0.56,0.03,1.2,策略,任天堂GameCube
1672,Just Dance 2016,2015,Ubisoft,0.52,0.59,0,0.1,1.2,杂项,任天堂Wii
1673,Disney Sing It,2008,Disney Interactive Studios,0.77,0.31,0,0.12,1.2,杂项,任天堂Wii
1674,Battlefield: Hardline,2015,Electronic Arts,0.72,0.37,0.01,0.11,1.2,射击,Xbox One
1675,WWE 2K16,2015,Take-Two Interactive,0.41,0.6,0,0.19,1.2,体育,PlayStation 4
1676,Dragon Ball Z: La Legende Saien,1993,Namco Bandai Games,0,0,1.2,0,1.2,格斗,超级任天堂
1677,TwinBee,1986,Konami Digital Entertainment,0,0,1.2,0,1.2,射击,任天堂红白机
1678,Ganbare Goemon! Karakuri Douchuu,1986,Konami Digital Entertainment,0,0,1.2,0,1.2,平台跳跃,任天堂红白机
1679,NFL 2K,1999,Sega,1.12,0.05,0,0.02,1.2,体育,世嘉Dreamcast
1680,SolarStriker,1989,Nintendo,0.4,0.39,0.36,0.04,1.2,射击,任天堂Game Boy
1681,Enter the Matrix,2003,Atari,0.72,0.43,0.01,0.04,1.2,动作,Xbox
1682,NHL 2002,2001,Electronic Arts,0.59,0.46,0,0.15,1.2,体育,PlayStation 2
1683,Mario vs. Donkey Kong 2: March of the Minis,2006,Nintendo,0.74,0.03,0.36,0.07,1.2,益智,任天堂DS
1684,PokéPark Wii: Pikachu's Adventure,2009,Nintendo,0.55,0.17,0.42,0.06,1.2,冒险,任天堂Wii
1685,One Piece: Pirate Warriors,2012,Namco Bandai Games,0.01,0.24,0.86,0.09,1.2,动作,PlayStation 3
1686,WWE 2K14,2013,Take-Two Interactive,0.49,0.49,0,0.21,1.19,体育,PlayStation 3
1687,Metal Gear Solid: Portable Ops,2006,Konami Digital Entertainment,0.38,0.35,0.38,0.09,1.19,动作,PlayStation Portable
1688,Nuclear Strike,1997,Electronic Arts,0.66,0.45,0,0.08,1.19,模拟,PlayStation
1689,Captain Toad: Treasure Tracker,2014,Nintendo,0.56,0.36,0.19,0.09,1.19,益智,任天堂Wii U
1690,WWE SmackDown vs Raw 2008,2007,THQ,0.45,0.47,0,0.28,1.19,格斗,PlayStation Portable
1691,The Simpsons: Road Rage,2003,THQ,0.86,0.32,0,0.02,1.19,竞速,任天堂Game Boy Advance
1692,Pro Evolution Soccer 2008,2008,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19,体育,任天堂Wii
1693,SpongeBob SquarePants: Revenge of the Flying Dutchman,2002,THQ,0.92,0.23,0,0.04,1.19,平台跳跃,任天堂Game Boy Advance
1694,Mario & Sonic at the London 2012 Olympic Games,2012,Sega,0.18,0.64,0.27,0.1,1.19,体育,任天堂3DS
1695,Scarface: The World is Yours,2006,Vivendi Games,0.99,0.04,0,0.16,1.19,动作,PlayStation 2
1696,Kobe Bryant in NBA Courtside,1998,Nintendo,1.02,0.13,0.04,0.01,1.19,体育,任天堂64
1697,Disney's Chip 'n Dale: Rescue Rangers,1990,Capcom,0.68,0.14,0.35,0.02,1.19,平台跳跃,任天堂红白机
1698,The Dukes of Hazzard: Racing for Home,1999,Ubisoft,0.99,0.16,0,0.04,1.19,竞速,PlayStation
1699,Hitman 2: Silent Assassin,,Eidos Interactive,0.76,0.38,0,0.05,1.19,动作,Xbox
1700,FIFA 14,2013,Electronic Arts,0.41,0.66,0,0.12,1.19,体育,Xbox One
1701,Spider-Man: The Movie,2002,Activision,0.86,0.27,0.01,0.04,1.19,动作,任天堂GameCube
1702,Final Fantasy I & II: Dawn of Souls,2004,Nintendo,0.64,0.24,0.29,0.02,1.19,角色扮演,任天堂Game Boy Advance
1703,NBA 2K17,2016,Take-Two Interactive,0.83,0.14,0,0.22,1.19,体育,PlayStation 4
1704,Pokemon Super Mystery Dungeon,2015,Nintendo,0.46,0.31,0.33,0.08,1.19,角色扮演,任天堂3DS
1705,Just Dance 4,2012,Ubisoft,0.9,0.2,0,0.08,1.19,杂项,Xbox 360
1706,Metal Gear Solid VR Missions,1999,Konami Digital Entertainment,0.66,0.45,0,0.08,1.18,冒险,PlayStation
1707,Pole Position,1982,Atari,1.1,0.07,0,0.01,1.18,竞速,Atari 2600
1708,Resident Evil: Operation Raccoon City,2012,Capcom,0.48,0.25,0.36,0.1,1.18,动作,PlayStation 3
1709,LEGO Indiana Jones: The Original Adventures,2008,LucasArts,0.4,0.49,0,0.29,1.18,动作,PlayStation Portable
1710,Pro Yakyuu Family Stadium '88,1988,Namco Bandai Games,0.1,0,1.08,0,1.18,体育,任天堂红白机
1711,Shenmue,1999,Sega,0.52,0.24,0.38,0.04,1.18,冒险,世嘉Dreamcast
1712,Mario Tennis,2000,Nintendo,0.5,0.18,0.44,0.06,1.18,体育,任天堂Game Boy
1713,Tony Hawk's Pro Skater 2,2001,Activision,0.85,0.31,0,0.02,1.18,体育,任天堂Game Boy Advance
1714,WWE '12,2011,THQ,0.53,0.46,0.02,0.17,1.18,格斗,PlayStation 3
1715,WWE SmackDown vs. Raw 2010,2009,THQ,0.48,0.49,0.01,0.2,1.18,格斗,PlayStation 3
1716,Plants vs. Zombies,2011,Mastertronic,0.95,0.15,0,0.08,1.18,策略,任天堂DS
1717,Sonic the Hedgehog,2006,Sega,0.41,0.07,0.04,0.66,1.18,平台跳跃,PlayStation 3
1718,Super Ghouls 'n Ghosts,1991,Capcom,0.5,0.14,0.52,0.02,1.18,平台跳跃,超级任天堂
1719,Spore,2008,Electronic Arts,0.03,1.06,0,0.09,1.17,策略,个人电脑
1720,Soviet Strike,1996,Electronic Arts,0.65,0.44,0,0.08,1.17,模拟,PlayStation
1721,Your Shape: Fitness Evolved 2012,2011,Ubisoft,0.7,0.37,0,0.1,1.17,体育,Xbox 360
1722,Army of Two,2008,Electronic Arts,0.74,0.26,0.02,0.15,1.17,射击,PlayStation 3
1723,Gun,2005,Activision,0.98,0.04,0,0.16,1.17,射击,PlayStation 2
1724,Ty the Tasmanian Tiger,2002,Electronic Arts,0.57,0.45,0,0.15,1.17,平台跳跃,PlayStation 2
1725,Wario Land: Shake It!,2008,Nintendo,0.6,0.31,0.15,0.11,1.17,平台跳跃,任天堂Wii
1726,Sonic Rush Adventure,2007,Sega,0.54,0.49,0.01,0.12,1.17,平台跳跃,任天堂DS
1727,Medal of Honor: Warfighter,2012,Electronic Arts,0.58,0.47,0.01,0.1,1.17,动作,Xbox 360
1728,Mega Man 3,1990,Capcom,0.68,0.1,0.39,0,1.17,平台跳跃,任天堂红白机
1729,Ratchet & Clank (2016),2016,Sony Computer Entertainment,0.32,0.64,0.04,0.18,1.17,平台跳跃,PlayStation 4
1730,Mission: Impossible,1997,Ocean,0.74,0.38,0.02,0.03,1.17,动作,任天堂64
1731,Romancing SaGa 2,1993,SquareSoft,0,0,1.17,0,1.17,角色扮演,超级任天堂
1732,Cabela's Dangerous Hunts,2003,Zoo Digital Publishing,0.57,0.45,0,0.15,1.17,体育,PlayStation 2
1733,Cool Boarders 4,1998,989 Studios,0.65,0.44,0,0.08,1.17,体育,PlayStation
1734,Rage Racer,1996,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17,竞速,PlayStation
1735,Medal of Honor: Rising Sun,2003,Electronic Arts,0.76,0.36,0,0.05,1.17,射击,Xbox
1736,Football Manager 2013,2012,Sega,0,0.95,0,0.22,1.17,体育,个人电脑
1737,Destruction Derby 2,1996,Psygnosis,0.65,0.44,0,0.08,1.17,竞速,PlayStation
1738,Mirror's Edge,2008,Electronic Arts,0.51,0.51,0.01,0.13,1.17,平台跳跃,Xbox 360
1739,Destiny: The Taken King,2015,Activision,0.82,0.23,0,0.11,1.17,射击,Xbox One
1740,Mario vs. Donkey Kong,2004,Nintendo,0.68,0.25,0.21,0.02,1.17,益智,任天堂Game Boy Advance
1741,007: Quantum of Solace,2008,Activision,0.43,0.52,0.02,0.2,1.16,动作,PlayStation 3
1742,EA Sports Active: More Workouts,2009,Electronic Arts,0.78,0.28,0,0.1,1.16,体育,任天堂Wii
1743,Fallout: New Vegas,2010,Bethesda Softworks,0.58,0.45,0,0.14,1.16,角色扮演,个人电脑
1744,Need for Speed: Most Wanted,2012,Electronic Arts,0.38,0.52,0.01,0.25,1.16,竞速,PlayStation Vita
1745,Final Fantasy Tactics: The War of the Lions,2007,Square Enix,0.45,0.25,0.3,0.16,1.16,角色扮演,PlayStation Portable
1746,Midnight Club 3: DUB Edition Remix,2006,Take-Two Interactive,0.97,0.04,0,0.16,1.16,竞速,PlayStation 2
1747,Tom Clancy's Ghost Recon: Jungle Storm,2004,Ubisoft,0.57,0.44,0,0.15,1.16,射击,PlayStation 2
1748,SingStar,2007,Sony Computer Entertainment,0.45,0.58,0,0.13,1.16,杂项,PlayStation 3
1749,Bushido Blade,1997,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16,格斗,PlayStation
1750,LEGO Star Wars III: The Clone Wars,2011,LucasArts,0.66,0.39,0,0.11,1.16,动作,任天堂DS
1751,NASCAR Thunder 2002,2001,Electronic Arts,0.57,0.44,0,0.15,1.16,竞速,PlayStation 2
1752,Jet Force Gemini,1999,Nintendo,0.78,0.28,0.07,0.02,1.16,射击,任天堂64
1753,Mega Man X,1993,Capcom,0.57,0.08,0.5,0.01,1.16,平台跳跃,超级任天堂
1754,Yu-Gi-Oh! The Sacred Cards (American and Others sales),2002,Konami Digital Entertainment,0.84,0.27,0,0.05,1.16,角色扮演,任天堂Game Boy Advance
1755,Sega Rally Championship,1995,Sega,0.21,0.16,0.77,0.02,1.16,竞速,世嘉土星
1756,Test Drive: Off Road,1997,Eidos Interactive,0.65,0.44,0,0.08,1.16,竞速,PlayStation
1757,Medal of Honor Heroes 2,2007,Electronic Arts,0.5,0.39,0.02,0.25,1.16,射击,PlayStation Portable
1758,Sniper: Ghost Warrior,2010,City Interactive,0.54,0.51,0,0.12,1.16,射击,Xbox 360
1759,Rocksmith,2011,Ubisoft,0.52,0.38,0.09,0.17,1.16,杂项,PlayStation 3
1760,LEGO Star Wars: The Video Game,2005,Eidos Interactive,0.83,0.28,0,0.05,1.16,动作,Xbox
1761,FIFA Soccer 10,2009,Electronic Arts,0.15,0.68,0.01,0.32,1.16,体育,PlayStation Portable
